,sample,dynamic_UQ,dynamic_cov,dynamic_cdspct,dynamic_min,dynamic_max,read_pct_analysis_dynamic,UQ_dedup_old,cov_dedup,cov_deu_group,UQ_dedup_new,UQ_dedup_old_class,UQ_dedup_new_class,CDS_network_PCT_L23-36,cancer.CDS_alignment,CDS_network_PCT_old.L28.36.,study_id,cellline,type,digestion
754,GSM4475946,7,0.224024291,0.771833,25,31,0.863076093,5,0.252266779,above_0.2,7,below 10,below 10,0.943456659,0.762098,0.675213198,GSE148636,NCI-H520,lung_cancer,RNAse I
755,GSM4475947,7,0.243006805,0.72338,24,31,0.862852047,5,0.274014641,above_0.2,7,below 10,below 10,0.931039204,0.712656,0.670543704,GSE148636,NCI-H521,lung_cancer,RNAse I
782,GSM4588296,7,0.243106876,0.858188,30,40,0.869205639,3,0.267627132,above_0.2,3,below 10,below 10,0.430335485,0.843824,0.396130562,GSE151687,HAP1,Leukemia,Mnase
164,GSM1704545,8,0.219100737,0.816466,28,40,0.86703498,6,0.241713915,above_0.2,7,below 10,below 10,0.700504468,0.796764,0.637584091,GSE69602,huh7,liver_cancer,Mnase
331,GSM2602082,8,0.182455654,0.882168,25,33,0.858336844,6,0.211152027,above_0.2,8,below 10,below 10,0.959902241,0.867968,0.717734665,GSE98623,MOLM13,Leukemia,Mnase
503,GSM3395013,8,0.205987304,0.827209,20,40,0.777599244,3,0.244905975,above_0.2,6,below 10,below 10,0.665636406,0.810871,0.381187692,GSE120159,PANC1,pancreatic_cancer,RNAse I
580,GSM3692341,8,0.210052648,0.882656,33,36,0.872477076,8,0.233741302,above_0.2,8,below 10,below 10,0.912270964,0.848547,0.909269763,GSE129061,K562,Leukemia,RNAse I
652,GSM4203635,8,0.243288228,0.874065,29,40,0.859295676,5,0.266765324,above_0.2,5,below 10,below 10,0.581318871,0.824612,0.551201266,GSE141459,HELA,Cervix_cancer,RNAse I
704,GSM4258310,8,0.254348788,0.768509,31,37,0.875303964,8,0.284961276,above_0.2,9,below 10,below 10,0.941642467,0.76428,0.917435356,GSE143393,U2392,lymphoma,RNAse I
752,GSM4475944,8,0.23344882,0.708759,27,34,0.879933882,8,0.25738328,above_0.2,9,below 10,below 10,0.967435657,0.697568,0.879968891,GSE148636,NCI-H1650,lung_cancer,RNAse I
104,GSM1553254,9,0.157727765,0.910437,24,29,0.859781594,3,0.181828414,extra_low,10,below 10,"""10-49""",0.952572339,0.891309,0.335605286,GSE63591,HELA,Cervix_cancer,Unknown
182,GSM1704587,9,0.242709121,0.91308,27,35,0.882745296,9,0.268914938,above_0.2,10,below 10,"""10-49""",0.958326516,0.904502,0.881783305,GSE69602,huh7,liver_cancer,Mnase
338,GSM2602089,9,0.2321944,0.891876,25,33,0.88327562,7,0.257992206,above_0.2,10,below 10,"""10-49""",0.96318232,0.88057,0.711356877,GSE98623,MOLM13,Leukemia,Mnase
547,GSM3566420,9,0.191130277,0.716757,22,28,0.873643403,2,0.216754461,above_0.2,10,below 10,"""10-49""",0.91528447,0.701575,0.164549984,GSE125218,K562,Leukemia,RNAse I
653,GSM4203636,9,0.291352205,0.882774,27,40,0.858325576,6,0.315997653,above_0.2,6,below 10,below 10,0.550875375,0.813088,0.531086464,GSE141459,HELA,Cervix_cancer,RNAse I
780,GSM4588294,9,0.332481198,0.875238,30,40,0.859397506,4,0.369365458,above_0.2,5,below 10,below 10,0.434781755,0.862673,0.395386313,GSE151687,HAP1,Leukemia,Mnase
168,GSM1704549,10,0.332643463,0.906479,27,38,0.858365616,9,0.379340255,above_0.2,10,below 10,"""10-49""",0.778776704,0.896777,0.711339438,GSE69602,huh7,liver_cancer,Mnase
169,GSM1704550,10,0.259781762,0.884686,24,38,0.858504064,8,0.288751708,above_0.2,9,below 10,below 10,0.836149815,0.877227,0.762778621,GSE69602,huh7,liver_cancer,Mnase
174,GSM1704579,10,0.258971535,0.898137,28,36,0.882144089,10,0.287353426,above_0.2,11,"""10-49""","""10-49""",0.949481341,0.888722,0.901230025,GSE69602,huh7,liver_cancer,Mnase
339,GSM2602090,10,0.258246604,0.892552,25,33,0.882663062,8,0.287157566,above_0.2,11,below 10,"""10-49""",0.963161164,0.881627,0.71338619,GSE98623,MOLM13,Leukemia,Mnase
579,GSM3692340,10,0.257113155,0.881437,34,37,0.883209232,10,0.280945611,above_0.2,10,"""10-49""","""10-49""",0.897006475,0.851398,0.89555811,GSE129061,K562,Leukemia,RNAse I
711,GSM4258317,10,0.278732494,0.781897,27,37,0.86185448,9,0.312803839,above_0.2,11,below 10,"""10-49""",0.920773878,0.770538,0.82327137,GSE143393,U2392,lymphoma,RNAse I
757,GSM4475951,10,0.284664394,0.706365,23,31,0.850845417,7,0.324560076,above_0.2,10,below 10,"""10-49""",0.910114151,0.693126,0.623242613,GSE148636,A375,melanoma,RNAse I
4,GSM1184594,11,0.26201013,0.735289,24,33,0.852463469,8,0.304383821,above_0.2,12,below 10,"""10-49""",0.958613396,0.71852,0.680861257,GSE48785,MM1.S,myeloma,RNAse I
102,GSM1553252,11,0.183430494,0.904355,23,29,0.863939683,4,0.212542549,above_0.2,12,below 10,"""10-49""",0.944794471,0.889062,0.350644182,GSE63591,HELA,Cervix_cancer,Unknown
133,GSM1704514,11,0.381907424,0.914247,29,37,0.867561796,11,0.424369829,above_0.2,11,"""10-49""","""10-49""",0.89814511,0.904009,0.868204278,GSE69602,huh7,liver_cancer,Mnase
158,GSM1704539,11,0.331691068,0.894769,27,40,0.855581839,8,0.36602017,above_0.2,9,below 10,below 10,0.716139977,0.88525,0.652709317,GSE69602,huh7,liver_cancer,Mnase
159,GSM1704540,11,0.273019465,0.874093,22,39,0.858944611,9,0.300555008,above_0.2,9,below 10,below 10,0.799917504,0.868501,0.726793972,GSE69602,huh7,liver_cancer,Mnase
175,GSM1704580,11,0.283154209,0.903596,28,36,0.874983175,11,0.31549507,above_0.2,12,"""10-49""","""10-49""",0.945412953,0.892178,0.897491707,GSE69602,huh7,liver_cancer,Mnase
220,GSM1898021,11,0.259192874,0.879199,28,32,0.883112536,12,0.29234744,above_0.2,13,"""10-49""","""10-49""",0.996070871,0.873626,0.938328229,GSE73565,HELA,Cervix_cancer,RNAse I
228,GSM1921996,11,0.281034444,0.864329,28,32,0.858843035,12,0.328490565,above_0.2,12,"""10-49""","""10-49""",0.997638833,0.857352,0.960276031,GSE74511,MCF7,breast_cancer,RNAse I
581,GSM3692342,11,0.305415059,0.920786,35,38,0.853195665,7,0.343839739,above_0.2,7,below 10,below 10,0.558038585,0.881414,0.556346309,GSE129061,hepG2,liver_cancer,RNAse I
582,GSM3692343,11,0.334523844,0.921895,34,38,0.914666284,7,0.356822361,above_0.2,7,below 10,below 10,0.617530457,0.896206,0.615676877,GSE129061,hepG2,liver_cancer,RNAse I
756,GSM4475950,11,0.31394695,0.726904,25,31,0.856311318,9,0.358346133,above_0.2,11,below 10,"""10-49""",0.947547785,0.712994,0.704335729,GSE148636,A375,melanoma,RNAse I
781,GSM4588295,11,0.384413261,0.874151,29,40,0.878080112,5,0.419798038,above_0.2,6,below 10,below 10,0.454989402,0.86199,0.409436929,GSE151687,HAP1,Leukemia,Mnase
155,GSM1704536,12,0.299246421,0.882586,28,37,0.873241135,11,0.341079356,above_0.2,12,"""10-49""","""10-49""",0.856463265,0.873681,0.826111484,GSE69602,huh7,liver_cancer,Mnase
172,GSM1704577,12,0.302783257,0.91435,28,35,0.862806286,12,0.345215159,above_0.2,13,"""10-49""","""10-49""",0.955746295,0.906169,0.913895587,GSE69602,huh7,liver_cancer,Mnase
280,GSM2424851,12,0.185602376,0.881658,20,30,0.851911613,2,0.223402046,above_0.2,9,below 10,below 10,0.681869453,0.855882,0.196842947,GSE86214,HELA,Cervix_cancer,TruSeqRibo
186,GSM1704591,13,0.295161069,0.903623,26,34,0.850563885,12,0.339361152,above_0.2,14,"""10-49""","""10-49""",0.953724116,0.890434,0.822036727,GSE69602,huh7,liver_cancer,Mnase
248,GSM2188849,13,0.309875541,0.492622,25,34,0.874033751,11,0.354716658,above_0.2,15,"""10-49""","""10-49""",0.965081391,0.4723,0.738272865,GSE82232,A549,lung_cancer,RNAse I
617,GSM3944618,13,0.252757291,0.908329,26,30,0.873145044,11,0.289979817,above_0.2,14,"""10-49""","""10-49""",0.975353092,0.849569,0.778301264,GSE134380,HELA,Cervix_cancer,RNAse I
764,GSM4483522,13,0.191135807,0.923567,23,28,0.883067093,1,0.211503819,above_0.2,13,below 10,"""10-49""",0.916622248,0.89652,0.055181749,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
779,GSM4588293,13,0.432381181,0.859813,29,40,0.858806349,6,0.480662512,above_0.2,7,below 10,below 10,0.50727194,0.849235,0.452563275,GSE151687,HAP1,Leukemia,Mnase
134,GSM1704515,14,0.305651381,0.828363,30,37,0.863136543,14,0.344641374,above_0.2,14,"""10-49""","""10-49""",0.900180816,0.822342,0.872861227,GSE69602,huh7,liver_cancer,Mnase
187,GSM1704592,14,0.330353732,0.902162,29,36,0.854002002,15,0.374259133,above_0.2,15,"""10-49""","""10-49""",0.947544548,0.895891,0.90100584,GSE69602,huh7,liver_cancer,Mnase
680,GSM4240654,14,0.346626761,0.895116,26,30,0.908608754,11,0.381567672,above_0.2,15,"""10-49""","""10-49""",0.994697189,0.893473,0.773866155,GSE142822,12T,melanoma,RNAse I
140,GSM1704521,15,0.288251266,0.761021,29,37,0.886358061,14,0.320885382,above_0.2,15,"""10-49""","""10-49""",0.871087466,0.75704,0.847717325,GSE69602,huh7,liver_cancer,Mnase
176,GSM1704581,15,0.393533148,0.904964,29,35,0.875466672,16,0.447643276,above_0.2,17,"""10-49""","""10-49""",0.963458714,0.898826,0.939412107,GSE69602,huh7,liver_cancer,Mnase
180,GSM1704585,15,0.378176214,0.897567,29,35,0.893089763,16,0.418622135,above_0.2,16,"""10-49""","""10-49""",0.974721339,0.889464,0.952899419,GSE69602,huh7,liver_cancer,Mnase
184,GSM1704589,15,0.382235909,0.90383,27,35,0.875971759,15,0.427185688,above_0.2,16,"""10-49""","""10-49""",0.953631425,0.89416,0.889672818,GSE69602,huh7,liver_cancer,Mnase
282,GSM2424853,15,0.220553306,0.916674,20,27,0.851177061,1,0.267130644,above_0.2,11,below 10,"""10-49""",0.653321839,0.888845,0.12416999,GSE86214,HELA,Cervix_cancer,TruSeqRibo
501,GSM3395011,15,0.321582992,0.839656,20,40,0.825055792,7,0.365397271,above_0.2,12,below 10,"""10-49""",0.761587268,0.829623,0.459240402,GSE120159,PANC1,pancreatic_cancer,RNAse I
585,GSM3704307,15,0.462995126,0.891099,24,29,0.878532673,6,0.517378918,above_0.5,16,below 10,"""10-49""",0.946384291,0.886156,0.363244481,GSE129305,HELA,Cervix_cancer,RNAse I
160,GSM1704541,16,0.478116838,0.89693,26,40,0.861820077,11,0.524108676,above_0.5,13,"""10-49""","""10-49""",0.705106205,0.888157,0.631000957,GSE69602,huh7,liver_cancer,Mnase
161,GSM1704542,16,0.408857587,0.892648,27,38,0.869062608,14,0.457464698,above_0.2,15,"""10-49""","""10-49""",0.821600676,0.884237,0.776347763,GSE69602,huh7,liver_cancer,Mnase
612,GSM3944613,16,0.31667576,0.85644,26,30,0.875252923,12,0.358700037,above_0.2,18,"""10-49""","""10-49""",0.980809562,0.825807,0.666569474,GSE134380,HELA,Cervix_cancer,RNAse I
620,GSM4054749,16,0.31505501,0.823251,26,31,0.872010362,14,0.354178519,above_0.2,17,"""10-49""","""10-49""",0.963377065,0.812656,0.797807482,GSE136664,HCT116,colon_cancer,RNAse I
625,GSM4148619,16,0.335640793,0.81223,27,32,0.858597183,17,0.39055758,above_0.2,19,"""10-49""","""10-49""",0.989346955,0.797196,0.892694936,GSE139910,PATU-8902,pancreatic_cancer,RNAse I
654,GSM4203637,16,0.487914178,0.882929,29,40,0.860880075,10,0.534103928,above_0.5,11,"""10-49""","""10-49""",0.581489001,0.832265,0.553446387,GSE141459,HELA,Cervix_cancer,RNAse I
22,GSM1279707,17,0.379170052,0.87017,25,31,0.860541659,13,0.426494411,above_0.2,18,"""10-49""","""10-49""",0.941827583,0.859912,0.670787837,GSE52976,HELA,Cervix_cancer,RNAse I
23,GSM1279708,17,0.365472636,0.865778,25,31,0.871277976,13,0.409147809,above_0.2,18,"""10-49""","""10-49""",0.955804036,0.857175,0.69919425,GSE52976,HELA,Cervix_cancer,RNAse I
143,GSM1704524,17,0.504333774,0.919324,29,36,0.869830464,17,0.56849353,above_0.5,18,"""10-49""","""10-49""",0.928384961,0.915905,0.902019313,GSE69602,huh7,liver_cancer,Mnase
152,GSM1704533,17,0.422862141,0.845439,28,40,0.877126924,13,0.460724809,above_0.2,14,"""10-49""","""10-49""",0.685193938,0.835389,0.640551033,GSE69602,huh7,liver_cancer,Mnase
167,GSM1704548,17,0.439245259,0.891053,27,38,0.866749839,14.25,0.493669869,above_0.2,15,"""10-49""","""10-49""",0.806300419,0.883044,0.758380651,GSE69602,huh7,liver_cancer,Mnase
470,GSM3146281,17,0.379061211,0.680518,21,35,0.852490003,13,0.436863098,above_0.2,16,"""10-49""","""10-49""",0.859302692,0.662564,0.712978019,GSE114636,A549,lung_cancer,RNAse I
622,GSM4054751,17,0.342834783,0.81181,28,32,0.877803453,19,0.393192652,above_0.2,19,"""10-49""","""10-49""",0.985879059,0.79889,0.966609895,GSE136664,HCT116,colon_cancer,RNAse I
774,GSM4485597,17,0.416285967,0.916103,28,36,0.850327963,17,0.468351308,above_0.2,18,"""10-49""","""10-49""",0.939537662,0.867853,0.888832718,GSE141459,HELA,Cervix_cancer,RNAse I
777,GSM4588291,17,0.575206491,0.872919,30,40,0.864889529,9,0.638878143,above_0.5,10,below 10,"""10-49""",0.485234426,0.866198,0.445960463,GSE151687,HAP1,Leukemia,Mnase
191,GSM1704596,18,0.440028342,0.887917,28,35,0.867273427,19,0.501041673,above_0.5,20,"""10-49""","""10-49""",0.954171837,0.87829,0.919402422,GSE69602,huh7,liver_cancer,Mnase
614,GSM3944615,18,0.373070089,0.91623,27,31,0.864868007,18,0.426303218,above_0.2,20,"""10-49""","""10-49""",0.985196298,0.874401,0.848406168,GSE134380,HELA,Cervix_cancer,RNAse I
881,GSM5511480,18,0.264432099,0.865172,20,32,0.864085997,5,0.30473939,above_0.2,17,below 10,"""10-49""",0.862682028,0.853482,0.286088784,GSE181795,MOLM13,Leukemia,Nuclease
98,GSM1553248,19,0.303372918,0.895998,25,29,0.858472469,12,0.347446501,above_0.2,20,"""10-49""","""10-49""",0.958902455,0.888139,0.550597961,GSE63591,HELA,Cervix_cancer,Unknown
284,GSM2424855,19,0.278400977,0.919356,20,26,0.861938073,1,0.331704774,above_0.2,15,below 10,"""10-49""",0.680097769,0.888144,0.09422628,GSE86214,HELA,Cervix_cancer,TruSeqRibo
778,GSM4588292,19,0.639282528,0.871681,30,40,0.867304347,10,0.709255473,above_0.5,11,"""10-49""","""10-49""",0.504757571,0.865364,0.468597975,GSE151687,HAP1,Leukemia,Mnase
144,GSM1704525,20,0.451607211,0.851173,30,38,0.889209245,18,0.495934686,above_0.2,18,"""10-49""","""10-49""",0.826142467,0.845922,0.805733681,GSE69602,huh7,liver_cancer,Mnase
150,GSM1704531,20,0.523567475,0.866153,26,38,0.860740665,17,0.590767223,above_0.5,19,"""10-49""","""10-49""",0.809972993,0.853272,0.714193003,GSE69602,huh7,liver_cancer,Mnase
153,GSM1704534,20,0.452848966,0.849572,28,38,0.868984634,19,0.50838892,above_0.5,20,"""10-49""","""10-49""",0.833963166,0.83731,0.801542756,GSE69602,huh7,liver_cancer,Mnase
183,GSM1704588,20,0.490295774,0.912608,27,35,0.876376528,20,0.550324215,above_0.5,21,"""10-49""","""10-49""",0.955440038,0.905871,0.888314667,GSE69602,huh7,liver_cancer,Mnase
227,GSM1921995,20,0.505177149,0.871763,28,32,0.85925488,23,0.591391311,above_0.5,23,"""10-49""","""10-49""",0.996947949,0.864547,0.969077225,GSE74511,MCF7,breast_cancer,RNAse I
471,GSM3146282,20,0.436423127,0.684533,21,35,0.868425533,16,0.497105535,above_0.2,20,"""10-49""","""10-49""",0.870155675,0.672798,0.72413758,GSE114636,A549,lung_cancer,RNAse I
608,GSM3944609,20,0.362467904,0.861769,26,30,0.857932913,14,0.41510275,above_0.2,22,"""10-49""","""10-49""",0.963447257,0.828073,0.603205985,GSE134380,HELA,Cervix_cancer,RNAse I
802,GSM4715689,20,0.382253479,0.948599,20,31,0.881566137,9,0.427339807,above_0.2,17,below 10,"""10-49""",0.798728103,0.929976,0.459512855,GSE155917,tissue,melanoma,Nuclease
141,GSM1704522,22,0.495012854,0.85708,29,37,0.883024296,21,0.546754884,above_0.5,22,"""10-49""","""10-49""",0.90995001,0.851037,0.880361731,GSE69602,huh7,liver_cancer,Mnase
811,GSM4751863,22,0.47278105,0.790038,24,34,0.873873556,20,0.528529529,above_0.5,24,"""10-49""","""10-49""",0.948625539,0.786194,0.836185183,GSE157063,HCT116,colon_cancer,RNAse I
188,GSM1704593,23,0.566262159,0.910476,29,35,0.878314293,24,0.636870192,above_0.5,25,"""10-49""","""10-49""",0.972134735,0.904935,0.944744731,GSE69602,huh7,liver_cancer,Mnase
340,GSM2676361,23,0.476874132,0.92792,25,32,0.853342351,19,0.535544278,above_0.5,24,"""10-49""","""10-49""",0.929269829,0.921647,0.758412771,GSE100210,hepG2,liver_cancer,Nuclease
766,GSM4483526,23,0.337030691,0.926878,20,28,0.896789987,1,0.36665511,above_0.2,18,below 10,"""10-49""",0.747211263,0.911569,0.064801814,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
173,GSM1704578,24,0.579757561,0.912469,27,35,0.859956975,23,0.660350291,above_0.5,25,"""10-49""","""10-49""",0.951330428,0.906166,0.874503156,GSE69602,huh7,liver_cancer,Mnase
406,GSM3042964,24,0.437265967,0.870532,20,33,0.850342387,13,0.48852578,above_0.2,20,"""10-49""","""10-49""",0.783914264,0.86244,0.51651168,GSE111866,MCF7,breast_cancer,ARTseq Nuclease
114,GSM1634451,25,0.46058163,0.861015,27,31,0.881175978,25,0.527795768,above_0.5,30,"""10-49""","""10-49""",0.997327619,0.859619,0.851510909,GSE66929,U2OS,Osteosarcoma,RNAse I
810,GSM4751862,25,0.546987609,0.77986,24,34,0.857613009,23,0.622374709,above_0.5,27,"""10-49""","""10-49""",0.943119029,0.777535,0.81495025,GSE157063,HCT116,colon_cancer,RNAse I
891,GSM869045,25,0.473636317,0.863823,26,30,0.862396095,22,0.544037669,above_0.5,28,"""10-49""","""10-49""",0.979982348,0.85299,0.758175665,GSE96716,PC3,prostate_cancer,RNAse I
7,GSM1184600,26,0.669641214,0.821908,28,33,0.895202521,27,0.74580328,above_0.5,29,"""10-49""","""10-49""",0.997126251,0.81333,0.953328269,GSE48785,MM1.S,myeloma,RNAse I
138,GSM1704519,26,0.449922423,0.742379,28,35,0.897709019,26,0.49713809,above_0.2,28,"""10-49""","""10-49""",0.977553111,0.738272,0.933029568,GSE69602,huh7,liver_cancer,Mnase
139,GSM1704520,26,0.725018337,0.904825,28,36,0.867195389,26,0.809129858,above_0.5,27,"""10-49""","""10-49""",0.942238443,0.900161,0.896046945,GSE69602,huh7,liver_cancer,Mnase
177,GSM1704582,26,0.616170544,0.909326,29,35,0.883056086,27,0.691544027,above_0.5,28,"""10-49""","""10-49""",0.969253895,0.903307,0.94417054,GSE69602,huh7,liver_cancer,Mnase
216,GSM1898013,26,0.56376973,0.881325,26,32,0.865213691,22,0.645310188,above_0.5,29,"""10-49""","""10-49""",0.984712954,0.874939,0.757039457,GSE73565,HELA,Cervix_cancer,RNAse I
607,GSM3944608,26,0.472293392,0.870523,25,30,0.884101221,17,0.527369591,above_0.5,28,"""10-49""","""10-49""",0.970784126,0.848123,0.583773533,GSE134380,HELA,Cervix_cancer,RNAse I
748,GSM4475938,26,0.577802201,0.890336,22,30,0.866963443,17,0.650274145,above_0.5,27,"""10-49""","""10-49""",0.898813951,0.887083,0.58321688,GSE148636,NCI-H520,lung_cancer,RNAse I
115,GSM1634452,27,0.487780721,0.860745,27,31,0.880956688,27,0.559049855,above_0.5,32,"""10-49""","""10-49""",0.997293074,0.858831,0.850340344,GSE66929,U2OS,Osteosarcoma,RNAse I
469,GSM3146280,27,0.552569738,0.709613,21,35,0.855372682,20,0.633252163,above_0.5,26,"""10-49""","""10-49""",0.859793283,0.697048,0.706846617,GSE114636,A549,lung_cancer,RNAse I
530,GSM3562582,27,0.573811093,0.896633,20,40,0.838854467,13,0.64702099,above_0.5,20,"""10-49""","""10-49""",0.716893897,0.885606,0.46829306,GSE125086,HELA,Cervix_cancer,RNAse I
630,GSM4148624,27,0.587925826,0.808819,27,33,0.892238944,27,0.654581905,above_0.5,30,"""10-49""","""10-49""",0.983986425,0.803577,0.868158043,GSE139910,PATU-8902,pancreatic_cancer,RNAse I
154,GSM1704535,27.25,0.747898727,0.891828,28,40,0.881808525,20,0.813319294,above_0.5,22,"""10-49""","""10-49""",0.693046237,0.884005,0.645028961,GSE69602,huh7,liver_cancer,Mnase
626,GSM4148620,28,0.560686155,0.810358,28,33,0.872081773,30,0.638277869,above_0.5,32,"""10-49""","""10-49""",0.991271392,0.803118,0.916856535,GSE139910,PATU-8902,pancreatic_cancer,RNAse I
5,GSM1184596,29,0.636359166,0.789581,25,32,0.88888525,25,0.722319406,above_0.5,31,"""10-49""","""10-49""",0.994081692,0.774902,0.817243543,GSE48785,MM1.S,myeloma,RNAse I
466,GSM3146277,29,0.690680792,0.899255,21,34,0.862062234,20,0.785460945,above_0.5,28,"""10-49""","""10-49""",0.875345089,0.882252,0.656005997,GSE114636,A549,lung_cancer,RNAse I
628,GSM4148622,29,0.62456205,0.810137,27,32,0.858304657,30.25,0.728406674,above_0.5,33,"""10-49""","""10-49""",0.983343622,0.798029,0.896304276,GSE139910,PATU-8902,pancreatic_cancer,RNAse I
761,GSM4483515,29,0.436509968,0.923064,22,28,0.884352959,4,0.482511409,above_0.2,29,below 10,"""10-49""",0.887298216,0.907121,0.132760768,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
531,GSM3562583,30,0.607062965,0.897285,20,40,0.821552373,14,0.69505378,above_0.5,22,"""10-49""","""10-49""",0.693910027,0.886163,0.442187093,GSE125086,HELA,Cervix_cancer,RNAse I
808,GSM4751860,30,0.6469087,0.797156,26,35,0.867359891,29,0.721519674,above_0.5,32,"""10-49""","""10-49""",0.948452098,0.793512,0.868700707,GSE157063,HCT116,colon_cancer,RNAse I
590,GSM3720425,31,0.413951939,0.831551,20,40,0.799306409,6,0.485918891,above_0.2,24,below 10,"""10-49""",0.685845086,0.823839,0.209290648,GSE129702,A2780,ovarian_carcinoma,ARTseq Nuclease
627,GSM4148621,31,0.629839329,0.822304,28,33,0.882770009,32,0.708699733,above_0.5,35,"""10-49""","""10-49""",0.992120276,0.815909,0.919909068,GSE139910,PATU-8902,pancreatic_cancer,RNAse I
695,GSM4240669,31,0.564909898,0.865924,26,30,0.86465698,25,0.640250917,above_0.5,33,"""10-49""","""10-49""",0.960098263,0.862783,0.7180374,GSE142822,MD55A3,melanoma,RNAse I
749,GSM4475939,31,0.673644243,0.892772,23,31,0.853306814,22,0.763497096,above_0.5,32,"""10-49""","""10-49""",0.900586756,0.890134,0.622289982,GSE148636,NCI-H521,lung_cancer,RNAse I
247,GSM2186925,32,0.691622633,0.638577,26,34,0.862837201,29,0.799732711,above_0.5,36,"""10-49""","""10-49""",0.96247829,0.636047,0.790256382,GSE82232,A549,lung_cancer,RNAse I
364,GSM2734580,32,0.589094891,0.871686,24,30,0.856639644,20,0.664958174,above_0.5,34,"""10-49""","""10-49""",0.928112104,0.862868,0.557090416,GSE102315,HELA,Cervix_cancer,RNAse I
365,GSM2734581,32,0.58009321,0.872777,25,30,0.880609817,22,0.645531794,above_0.5,34,"""10-49""","""10-49""",0.957761063,0.865009,0.624860091,GSE102315,HELA,Cervix_cancer,RNAse I
548,GSM3566421,32,0.58823573,0.742826,24,29,0.881982697,12,0.666357437,above_0.5,35,"""10-49""","""10-49""",0.968793037,0.723635,0.329670408,GSE125218,K562,Leukemia,RNAse I
690,GSM4240664,32,0.495645475,0.859391,20,40,0.749349698,10,0.610236949,above_0.5,20,"""10-49""","""10-49""",0.582901054,0.85934,0.297491398,GSE142822,108T,melanoma,RNAse I
696,GSM4240670,32,0.582947748,0.86855,24,30,0.853967709,18,0.656664775,above_0.5,33,"""10-49""","""10-49""",0.915212886,0.867805,0.512822059,GSE142822,MD55A3,melanoma,RNAse I
807,GSM4751859,32,0.679878585,0.797979,28,35,0.86401311,32,0.76573254,above_0.5,35,"""10-49""","""10-49""",0.964166521,0.794207,0.90005823,GSE157063,HCT116,colon_cancer,RNAse I
857,GSM5229608,32,0.640341207,0.794989,27,38,0.86862314,29,0.730954281,above_0.5,32,"""10-49""","""10-49""",0.871351795,0.77388,0.790905948,GSE171640,A549,lung_cancer,RNAse I
151,GSM1704532,33,0.720936464,0.88112,28,37,0.852450493,31,0.829516154,above_0.5,34,"""10-49""","""10-49""",0.885948668,0.869998,0.825390635,GSE69602,huh7,liver_cancer,Mnase
341,GSM2676362,33,0.643265252,0.918781,24,32,0.85306746,26,0.722547255,above_0.5,34,"""10-49""","""10-49""",0.917832506,0.912922,0.701568224,GSE100210,hepG2,liver_cancer,Nuclease
366,GSM2734582,33,0.579888223,0.863147,25,30,0.868530258,18,0.647081163,above_0.5,34,"""10-49""","""10-49""",0.938748926,0.856868,0.489474946,GSE102315,HELA,Cervix_cancer,RNAse I
368,GSM2734584,33,0.548284423,0.843986,25,29,0.87834649,16,0.612069643,above_0.5,34,"""10-49""","""10-49""",0.957057843,0.833731,0.437337491,GSE102315,HELA,Cervix_cancer,RNAse I
468,GSM3146279,33,0.665595016,0.732461,21,35,0.851704601,25,0.765679472,above_0.5,32,"""10-49""","""10-49""",0.855122597,0.71946,0.697092322,GSE114636,A549,lung_cancer,RNAse I
584,GSM3704306,33,0.603705934,0.898412,24,29,0.857217476,17,0.692409551,above_0.5,35,"""10-49""","""10-49""",0.945501938,0.891934,0.453919515,GSE129305,HELA,Cervix_cancer,RNAse I
812,GSM4751864,33,0.679665244,0.796447,24,34,0.866024306,30,0.763989303,above_0.5,34,"""10-49""","""10-49""",0.94321515,0.791604,0.830391117,GSE157063,HCT116,colon_cancer,RNAse I
854,GSM5229605,33,0.640214201,0.656763,28,38,0.852984848,30,0.745301174,above_0.5,33,"""10-49""","""10-49""",0.833381088,0.625813,0.776890548,GSE171640,A549,lung_cancer,RNAse I
137,GSM1704518,34,0.971902475,0.912364,30,37,0.878303915,34,1.088756685,above_1,35,"""10-49""","""10-49""",0.910129252,0.910091,0.893567085,GSE69602,huh7,liver_cancer,Mnase
352,GSM2724032,34,0.590391706,0.569168,22,33,0.852261598,15,0.702750798,above_0.5,34,"""10-49""","""10-49""",0.875284146,0.565228,0.446360566,GSE102113,HELA,Cervix_cancer,RNAse I
367,GSM2734583,34,0.609875048,0.860875,26,30,0.86586089,23,0.688351997,above_0.5,37,"""10-49""","""10-49""",0.960629138,0.854059,0.60618431,GSE102315,HELA,Cervix_cancer,RNAse I
142,GSM1704523,35,0.751637696,0.864281,33,39,0.87388296,25,0.841446876,above_0.5,25,"""10-49""","""10-49""",0.630046685,0.859607,0.617908772,GSE69602,huh7,liver_cancer,Mnase
532,GSM3562584,35,0.68090135,0.854224,20,40,0.798182561,17,0.793839371,above_0.5,27,"""10-49""","""10-49""",0.695115314,0.848537,0.462794583,GSE125086,HELA,Cervix_cancer,RNAse I
861,GSM5291035,35,0.671825463,0.880676,28,33,0.854523454,38,0.787300923,above_0.5,40,"""10-49""","""10-49""",0.980223978,0.875356,0.927531698,GSE148965,HELA,Cervix_cancer,TruSeqRibo
