,sample,dynamic_UQ,dynamic_cov,dynamic_cdspct,dynamic_min,dynamic_max,read_pct_analysis_dynamic,UQ_dedup_old,cov_dedup,cov_deu_group,UQ_dedup_new,UQ_dedup_old_class,UQ_dedup_new_class,CDS_network_PCT_L23-36,cancer.CDS_alignment,CDS_network_PCT_old.L28.36.,study_id,cellline,type,digestion
763,GSM4483519,84,1.127021627,0.927998,24,29,0.867492782,28,1.265222436,above_1,87,"""10-49""","""50-99""",0.925066274,0.92326,0.305616189,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
750,GSM4475942,85,1.521842403,0.901578,24,30,0.862025281,50,1.726662188,above_1,89,"""50-99""","""50-99""",0.935612312,0.898491,0.516018593,GSE148636,A375,melanoma,RNAse I
149,GSM1704530,86,1.67251017,0.896362,26,38,0.857679357,74,1.878975351,above_1,81,"""50-99""","""50-99""",0.830216172,0.88953,0.758853611,GSE69602,huh7,liver_cancer,Mnase
603,GSM3721669,86,1.196875147,0.61682,26,29,0.894114895,38,1.322791628,above_1,93,"""10-49""","""50-99""",0.978401992,0.611487,0.421644271,GSE129757,LN-308,glioma,RNAse I
348,GSM2714737,87,1.406432794,0.887496,21,30,0.88108119,39,1.547725265,above_1,79,"""10-49""","""50-99""",0.846393645,0.880415,0.416121946,GSE101760,A549,lung_cancer,TruSeqRibo
613,GSM3944614,87,1.339598485,0.905543,26,30,0.879281911,70,1.50866398,above_1,93,"""50-99""","""50-99""",0.975886,0.889479,0.713987781,GSE134380,HELA,Cervix_cancer,RNAse I
859,GSM5291033,87,1.426298818,0.898109,27,31,0.855882767,90,1.674229207,above_1,98,"""50-99""","""50-99""",0.985503285,0.889445,0.896517115,GSE148965,HELA,Cervix_cancer,TruSeqRibo
890,GSM869043,88.25,1.505402799,0.881991,27,31,0.906049037,84,1.65257107,above_1,95,"""50-99""","""50-99""",0.992289075,0.877092,0.864110565,GSE96716,PC3,prostate_cancer,RNAse I
11,GSM1197614,89,1.545260545,0.909168,23,40,0.860669661,52,1.682869731,above_1,62,"""50-99""","""50-99""",0.617340545,0.885158,0.549803461,GSE49339,HELA,Cervix_cancer,Mnase
345,GSM2714726,89,1.460747196,0.88564,20,32,0.860393251,61,1.623752745,above_1,83,"""50-99""","""50-99""",0.853059805,0.877848,0.618590838,GSE101760,A549,lung_cancer,TruSeqRibo
687,GSM4240661,89,1.63702333,0.914542,24,32,0.855394566,71,1.848910932,above_1,93,"""50-99""","""50-99""",0.920810617,0.909043,0.71276717,GSE142822,108T,melanoma,RNAse I
866,GSM5310249,89,1.181480486,0.7834,20,36,0.868861639,43,1.354678099,above_1,74,"""10-49""","""50-99""",0.76928122,0.780831,0.500585882,GSE174419,hepG2,liver_cancer,Mnase
246,GSM2186924,90,1.657308723,0.719689,26,33,0.859953423,85,1.957223559,above_1,102,"""50-99""","""100-500""",0.967911284,0.719451,0.827228421,GSE82232,A549,lung_cancer,RNAse I
681,GSM4240655,90,1.798880149,0.88523,26,30,0.88336814,76,2.03141561,above_2,98,"""50-99""","""50-99""",0.987897598,0.883061,0.755653201,GSE142822,12T,melanoma,RNAse I
609,GSM3944610,91,1.474529252,0.902098,26,31,0.88073741,74,1.652397507,above_1,97.25,"""50-99""","""50-99""",0.970602923,0.891634,0.728727482,GSE134380,HELA,Cervix_cancer,RNAse I
664,GSM4240638,91,1.48933443,0.843125,27,31,0.900925126,81,1.646995392,above_1,99,"""50-99""","""50-99""",0.997066795,0.840473,0.820559964,GSE142822,108T,melanoma,RNAse I
691,GSM4240665,91,1.375542837,0.854781,20,31,0.870452786,50,1.515338234,above_1,75,"""50-99""","""50-99""",0.785725633,0.851033,0.534406458,GSE142822,108T,melanoma,RNAse I
693,GSM4240667,91,1.504958546,0.88078,26,30,0.859182772,70,1.714882642,above_1,99,"""50-99""","""50-99""",0.960649131,0.878645,0.670128245,GSE142822,MD55A3,melanoma,RNAse I
450,GSM3098504,91.25,1.180022655,0.903208,26,29,0.851924459,53,1.372896913,above_1,103,"""50-99""","""100-500""",0.995436922,0.898935,0.505123288,GSE113171,HELA,Cervix_cancer,TruSeqRibo
865,GSM5310248,92,1.256950354,0.784114,20,36,0.869389294,51,1.448015612,above_1,80,"""50-99""","""50-99""",0.783701657,0.783188,0.552525367,GSE174419,hepG2,liver_cancer,Mnase
232,GSM1922000,92.25,1.786802235,0.796398,27,34,0.914037981,85,1.932839376,above_1,100,"""50-99""","""100-500""",0.993743408,0.794903,0.873306965,GSE74512,SUM159,breast_cancer,RNAse I
437,GSM3098467,93,1.215966145,0.906906,25,29,0.881074031,44,1.369608083,above_1,102,"""10-49""","""100-500""",0.992719061,0.901245,0.425352849,GSE113171,HELA,Cervix_cancer,TruSeqRibo
229,GSM1921997,95,2.120173306,0.89157,27,33,0.863806239,91,2.431642573,above_2,107,"""50-99""","""100-500""",0.991221301,0.887088,0.855699899,GSE74512,SUM159,breast_cancer,RNAse I
35,GSM1371451,96,1.529040614,0.890605,26,30,0.883517685,70,1.713582914,above_1,105,"""50-99""","""100-500""",0.990316844,0.887126,0.658047694,GSE56924,U2OS,Osteosarcoma,RNAse I
213,GSM1898010,96,1.653565086,0.894736,21,31,0.876931685,56,1.818753131,above_1,91,"""50-99""","""50-99""",0.869743163,0.890401,0.541719569,GSE73565,HELA,Cervix_cancer,RNAse I
616,GSM3944617,96,1.583826472,0.896845,26,31,0.875480589,79,1.781575437,above_1,103,"""50-99""","""100-500""",0.966625558,0.884327,0.728645655,GSE134380,HELA,Cervix_cancer,RNAse I
667,GSM4240641,96,1.660713649,0.877228,27,31,0.865904308,94,1.921597495,above_1,108,"""50-99""","""100-500""",0.99721589,0.872439,0.864222249,GSE142822,MD55A3,melanoma,RNAse I
794,GSM4711301,96,1.209552979,0.953002,24,28,0.86245815,4,1.367509455,above_1,100,below 10,"""100-500""",0.920417619,0.946459,0.044532035,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
595,GSM3721661,96.25,1.357862488,0.572957,24,30,0.898422885,30,1.496227436,above_1,103,"""10-49""","""100-500""",0.970526738,0.56996,0.316900996,GSE129757,LN-308,glioma,RNAse I
190,GSM1704595,97,1.860649004,0.912714,29,35,0.852046819,104,2.161676151,above_2,106,"""100-500""","""100-500""",0.953868595,0.907531,0.926951315,GSE69602,huh7,liver_cancer,Mnase
313,GSM2476012,98,1.544457097,0.939579,26,29,0.864959772,69,1.7647973,above_1,107,"""50-99""","""100-500""",0.973329179,0.931805,0.631801644,GSE94454,huh7,liver_cancer,RNAse I
349,GSM2714738,98,1.53294836,0.898808,21,30,0.863020611,50,1.738972619,above_1,92,"""50-99""","""50-99""",0.849121656,0.892992,0.475137486,GSE101760,A549,lung_cancer,TruSeqRibo
856,GSM5229607,98,1.498559829,0.816753,27,36,0.857076792,94,1.764228985,above_1,103,"""50-99""","""100-500""",0.89346544,0.789515,0.814781048,GSE171640,A549,lung_cancer,RNAse I
73,GSM1371489,99,1.530565278,0.927475,26,29,0.858407055,61,1.766983957,above_1,111,"""50-99""","""100-500""",0.989892446,0.924386,0.541836508,GSE56924,U2OS,Osteosarcoma,RNAse I
126,GSM1704507,99.25,1.585816139,0.636303,28,37,0.862707548,96,1.772815608,above_1,102,"""50-99""","""100-500""",0.908811166,0.637239,0.859101793,GSE69602,huh7,liver_cancer,Mnase
545,GSM3566418,100,1.597539198,0.803887,24,34,0.887908591,84,1.760222536,above_1,106,"""50-99""","""100-500""",0.959673165,0.797927,0.789684584,GSE125218,HELA,Cervix_cancer,RNAse I
551,GSM3582924,100,1.781190674,0.895442,25,31,0.865076133,71,2.045699446,above_2,114,"""50-99""","""100-500""",0.997151187,0.891299,0.644547703,GSE125835,WM902B,melanoma,RNAse I
803,GSM4751855,100,1.877207379,0.846947,26,34,0.871427944,97,2.101302308,above_2,108,"""50-99""","""100-500""",0.965935218,0.843979,0.870314741,GSE157063,HCT116,colon_cancer,RNAse I
322,GSM2537145,100.25,2.609794688,0.88488,28,33,0.915805669,102,2.82408984,above_2,107,"""100-500""","""100-500""",0.998471953,0.884434,0.935452213,GSE96643,MCF7,breast_cancer,RNAse I
12,GSM1197616,102,1.814533043,0.647656,22,40,0.860162852,52,1.990732802,above_1,77,"""50-99""","""50-99""",0.649775234,0.645841,0.473911196,GSE49339,HELA,Cervix_cancer,Mnase
65,GSM1371481,102,1.515061003,0.936096,26,29,0.88157923,58,1.704020113,above_1,112,"""50-99""","""100-500""",0.991217143,0.933613,0.515844703,GSE56924,U2OS,Osteosarcoma,RNAse I
112,GSM1634449,102,1.722087008,0.900053,27,30,0.889494299,109,1.95409958,above_1,116,"""100-500""","""100-500""",0.998532846,0.892715,0.928706405,GSE66929,U2OS,Osteosarcoma,RNAse I
439,GSM3098469,102,1.333244719,0.884,25,29,0.885619939,57,1.497284003,above_1,112,"""50-99""","""100-500""",0.992755125,0.876902,0.497367237,GSE113171,HELA,Cervix_cancer,TruSeqRibo
442,GSM3098496,102,1.322716322,0.910724,25,29,0.902079887,46,1.457680804,above_1,110,"""10-49""","""100-500""",0.992794388,0.906092,0.419850846,GSE113171,HELA,Cervix_cancer,TruSeqRibo
672,GSM4240646,102,1.805990153,0.831514,27,31,0.880339473,91,2.042807657,above_2,113,"""50-99""","""100-500""",0.996905102,0.828233,0.800038447,GSE142822,MD55A3,melanoma,RNAse I
858,GSM5229609,102,1.648535813,0.769314,27,37,0.867596637,96,1.895529891,above_1,106,"""50-99""","""100-500""",0.895692389,0.73389,0.814644619,GSE171640,A549,lung_cancer,RNAse I
51,GSM1371467,103,1.631771381,0.937594,26,30,0.879254809,67,1.825626247,above_1,113,"""50-99""","""100-500""",0.981596183,0.934901,0.586973729,GSE56924,U2OS,Osteosarcoma,RNAse I
83,GSM1446871,103,1.715984607,0.889061,27,30,0.856098271,103,2.027134606,above_2,123,"""100-500""","""100-500""",0.998703811,0.882553,0.817389027,GSE59819,U2OS,Osteosarcoma,RNAse I
456,GSM3118936,103,1.647044922,0.874003,22,35,0.863245209,67,1.899731992,above_1,103,"""50-99""","""100-500""",0.876808309,0.86652,0.610642188,GSE113751,HELA,Cervix_cancer,Mnase
767,GSM4483529,103,1.3887399,0.918793,23,29,0.872041276,29,1.548313083,above_1,103,"""10-49""","""100-500""",0.902075098,0.914872,0.261283619,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
688,GSM4240662,104,1.751070065,0.899517,23,31,0.857321563,77,1.974435157,above_1,106,"""50-99""","""100-500""",0.903361029,0.898467,0.657707589,GSE142822,108T,melanoma,RNAse I
430,GSM3098460,105,1.36671888,0.911552,25,29,0.892275916,64,1.522637318,above_1,114,"""50-99""","""100-500""",0.992482111,0.905822,0.541106099,GSE113171,HELA,Cervix_cancer,TruSeqRibo
41,GSM1371457,106,1.694956088,0.900306,26,30,0.908089153,75,1.857467052,above_1,114,"""50-99""","""100-500""",0.992344634,0.897038,0.654557544,GSE56924,U2OS,Osteosarcoma,RNAse I
692,GSM4240666,106,1.733295919,0.899688,23,31,0.865931205,76,1.94312268,above_1,108,"""50-99""","""100-500""",0.913192567,0.899344,0.653014028,GSE142822,108T,melanoma,RNAse I
36,GSM1371452,107,1.676458467,0.885278,26,30,0.862388421,83,1.918753957,above_1,117,"""50-99""","""100-500""",0.979970074,0.880946,0.692125781,GSE56924,U2OS,Osteosarcoma,RNAse I
245,GSM2186923,107,2.196089804,0.798652,25,40,0.861554819,65,2.429226372,above_2,90,"""50-99""","""50-99""",0.701317899,0.792331,0.537450668,GSE82232,A549,lung_cancer,RNAse I
444,GSM3098498,107,1.336730717,0.917532,25,29,0.910351646,49,1.460046613,above_1,113,"""10-49""","""100-500""",0.993954819,0.913444,0.429318298,GSE113171,HELA,Cervix_cancer,TruSeqRibo
573,GSM3637566,107,2.142777208,0.928137,22,34,0.894227794,69,2.353647931,above_2,103,"""50-99""","""100-500""",0.900030899,0.921916,0.657808776,GSE127713,huh7,liver_cancer,RNAse I
431,GSM3098461,108,1.41613595,0.90592,25,29,0.89565546,62,1.56952233,above_1,117,"""50-99""","""100-500""",0.994716996,0.901029,0.50726096,GSE113171,HELA,Cervix_cancer,TruSeqRibo
668,GSM4240642,108,1.843081927,0.879131,27,31,0.877306739,104,2.092879912,above_2,119,"""100-500""","""100-500""",0.990385654,0.874947,0.857800719,GSE142822,MD55A3,melanoma,RNAse I
113,GSM1634450,109,1.798134228,0.899976,27,30,0.888555818,115,2.042645808,above_2,123,"""100-500""","""100-500""",0.998521315,0.892644,0.92756066,GSE66929,U2OS,Osteosarcoma,RNAse I
596,GSM3721662,109,1.622148881,0.601871,25,30,0.915267585,51,1.76657984,above_1,116,"""50-99""","""100-500""",0.990934728,0.599766,0.466176712,GSE129757,LN-308,glioma,RNAse I
95,GSM1503441,110,2.359440606,0.898102,27,34,0.867919787,111,2.670186934,above_2,120,"""100-500""","""100-500""",0.971625305,0.891934,0.900012764,GSE61375,MDA-MB-231,breast_cancer,RNAse I
283,GSM2424854,110,2.027910971,0.623967,21,40,0.879826957,53,2.190549149,above_2,80,"""50-99""","""50-99""",0.642180271,0.625923,0.459619429,GSE86214,HELA,Cervix_cancer,TruSeqRibo
445,GSM3098499,110,1.411836306,0.921545,25,29,0.887432301,68,1.588629263,above_1,120,"""50-99""","""100-500""",0.994359787,0.913023,0.552486054,GSE113171,HELA,Cervix_cancer,TruSeqRibo
231,GSM1921999,111,2.159887517,0.787936,27,34,0.919494608,104,2.335839001,above_2,119,"""100-500""","""100-500""",0.995502534,0.786677,0.887501604,GSE74512,SUM159,breast_cancer,RNAse I
347,GSM2714728,111,1.686945123,0.89148,21,31,0.871875517,70,1.88317772,above_1,105,"""50-99""","""100-500""",0.861399394,0.886701,0.568447526,GSE101760,A549,lung_cancer,TruSeqRibo
123,GSM1704504,112,2.31417254,0.908402,30,37,0.853535324,108,2.646965752,above_2,111,"""100-500""","""100-500""",0.868742479,0.90582,0.838784169,GSE69602,huh7,liver_cancer,Mnase
195,GSM1712843,113,1.834339014,0.892322,25,30,0.88917335,73,2.035331026,above_2,120,"""50-99""","""100-500""",0.972748274,0.88989,0.573207342,GSE69923,MCF7,breast_cancer,RNAse I
475,GSM3168235,113,2.093137254,0.767551,32,37,0.884103195,114,2.331928758,above_2,115,"""100-500""","""100-500""",0.899120165,0.749041,0.888384188,GSE115146,HELA,Cervix_cancer,RNAse I
529,GSM3466809,113,1.834454544,0.885916,25,30,0.868231033,71,2.086342624,above_2,123,"""50-99""","""100-500""",0.976976105,0.87902,0.585661373,GSE122461,hepG2,liver_cancer,RNAse I
676,GSM4240650,113,1.929490611,0.862129,26,30,0.864577001,93,2.221662763,above_2,124,"""50-99""","""100-500""",0.981747595,0.856361,0.732784352,GSE142822,12T,melanoma,RNAse I
787,GSM4670766,113,1.986007397,0.856382,26,31,0.876321231,87,2.208473876,above_2,120,"""50-99""","""100-500""",0.957104336,0.844452,0.697323564,GSE149973,calu-3,lung_cancer,RNAse I
791,GSM4711292,113,1.434163275,0.945124,25,28,0.876482722,23,1.61569995,above_1,123,"""10-49""","""100-500""",0.975623266,0.941465,0.200277194,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
128,GSM1704509,114,1.865531026,0.701258,28,39,0.854524643,89,2.085153462,above_2,96.25,"""50-99""","""50-99""",0.731016985,0.698339,0.682057743,GSE69602,huh7,liver_cancer,Mnase
170,GSM1704575,114,2.14357034,0.915173,28,35,0.865321968,116,2.42611595,above_2,123,"""100-500""","""100-500""",0.966039211,0.910036,0.905930343,GSE69602,huh7,liver_cancer,Mnase
433,GSM3098463,114,1.414751225,0.917012,24,28,0.909118837,44,1.563666657,above_1,122,"""10-49""","""100-500""",0.992312293,0.910868,0.364019853,GSE113171,HELA,Cervix_cancer,TruSeqRibo
455,GSM3118935,114,2.017820584,0.864778,25,37,0.852439189,88,2.345344573,above_2,114,"""50-99""","""100-500""",0.855027735,0.860361,0.676554895,GSE113751,HELA,Cervix_cancer,Mnase
594,GSM3721660,114,1.586322527,0.577403,22,28,0.869640506,21,1.835082318,above_1,114,"""10-49""","""100-500""",0.891972757,0.574154,0.195451873,GSE129757,LN-308,glioma,RNAse I
281,GSM2424852,114.25,2.152425899,0.616588,21,40,0.881944945,55,2.322417359,above_2,83,"""50-99""","""50-99""",0.648684631,0.618463,0.46160642,GSE86214,HELA,Cervix_cancer,TruSeqRibo
27,GSM1371443,115,1.806546011,0.901879,26,30,0.897964804,83,1.992766915,above_1,123,"""50-99""","""100-500""",0.988517505,0.898405,0.657395868,GSE56924,U2OS,Osteosarcoma,RNAse I
53,GSM1371469,115,1.716092497,0.936773,26,29,0.859673321,70,1.973723991,above_1,128,"""50-99""","""100-500""",0.986293183,0.933725,0.539435067,GSE56924,U2OS,Osteosarcoma,RNAse I
233,GSM1922001,115,2.360520839,0.915136,27,32,0.854246075,116,2.758765924,above_2,132,"""100-500""","""100-500""",0.995029754,0.911599,0.884274129,GSE74512,SUM159,breast_cancer,RNAse I
234,GSM1922002,115,2.33289795,0.897701,28,33,0.902240228,120,2.58257443,above_2,126,"""100-500""","""100-500""",0.999590069,0.894891,0.951257696,GSE74512,SUM159,breast_cancer,RNAse I
63,GSM1371479,116,1.735333452,0.93511,26,29,0.8597874,69,1.997256652,above_1,130,"""50-99""","""100-500""",0.989870136,0.932348,0.526856204,GSE56924,U2OS,Osteosarcoma,RNAse I
129,GSM1704510,116,1.953968264,0.850307,29,37,0.851205747,113,2.204349549,above_2,119,"""100-500""","""100-500""",0.901598548,0.842422,0.859210857,GSE69602,huh7,liver_cancer,Mnase
237,GSM1970518,116,1.590910104,0.93375,20,29,0.935883651,29,1.676250804,above_1,91,"""10-49""","""50-99""",0.77615956,0.930443,0.252949214,GSE75947,SH-SY5Y,neuroblastoma,RNAse I
308,GSM2476007,116,1.668730679,0.9468,25,28,0.85461748,38,1.933636017,above_1,127,"""10-49""","""100-500""",0.973600002,0.940679,0.318826416,GSE94454,huh7,liver_cancer,RNAse I
576,GSM3637572,116,2.552236437,0.918418,21,35,0.881318412,88,2.808297097,above_2,107,"""50-99""","""100-500""",0.866117101,0.902685,0.734534864,GSE127713,huh7,liver_cancer,RNAse I
598,GSM3721664,116,1.610055657,0.572005,24,30,0.893254914,37,1.782471851,above_1,124,"""10-49""","""100-500""",0.96763274,0.569214,0.323231926,GSE129757,LN-308,glioma,RNAse I
6,GSM1184598,117,2.351383649,0.82093,28,33,0.859746235,123.25,2.722232535,above_2,130,"""100-500""","""100-500""",0.995826202,0.812468,0.934300317,GSE48785,MM1.S,myeloma,RNAse I
328,GSM2552191,118,2.057582095,0.890735,26,32,0.875604711,113,2.32104081,above_2,131,"""100-500""","""100-500""",0.991698369,0.885271,0.857352651,GSE97140,HAP1,Leukemia,RNAse I
659,GSM4240633,118,2.210346497,0.826343,25,32,0.855640593,102,2.500736734,above_2,126,"""100-500""","""100-500""",0.942482108,0.824468,0.767294921,GSE142822,12T,melanoma,RNAse I
9,GSM1197612,119,2.10510053,0.91524,24,40,0.859170687,69,2.296466029,above_2,80,"""50-99""","""50-99""",0.588011406,0.891725,0.531472367,GSE49339,HELA,Cervix_cancer,Mnase
202,GSM1712850,119,2.163628984,0.857687,26,32,0.855037482,105,2.483596666,above_2,131,"""100-500""","""100-500""",0.969693712,0.853089,0.782165221,GSE69923,Hs578t,breast_cancer,RNAse I
790,GSM4711289,119,1.523266074,0.948755,25,29,0.856177844,34,1.739066773,above_1,127,"""10-49""","""100-500""",0.942109802,0.944881,0.267996448,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
55,GSM1371471,120,1.834295935,0.933719,25,29,0.881430127,77,2.068059831,above_2,131,"""50-99""","""100-500""",0.982896437,0.930294,0.575818909,GSE56924,U2OS,Osteosarcoma,RNAse I
441,GSM3098495,120,1.474265489,0.92434,25,28,0.865874293,41,1.698017099,above_1,134,"""10-49""","""100-500""",0.993277349,0.916243,0.321116506,GSE113171,HELA,Cervix_cancer,TruSeqRibo
57,GSM1371473,121,1.853295098,0.929862,26,30,0.890134084,85,2.056472846,above_2,130,"""50-99""","""100-500""",0.985291768,0.927279,0.634517395,GSE56924,U2OS,Osteosarcoma,RNAse I
62,GSM1371478,121,1.832235273,0.924465,25,29,0.8704441,76,2.087592466,above_2,132,"""50-99""","""100-500""",0.978714612,0.9215,0.559574592,GSE56924,U2OS,Osteosarcoma,RNAse I
66,GSM1371482,121,1.837924042,0.932248,25,29,0.894492177,76,2.049887722,above_2,130.25,"""50-99""","""100-500""",0.989085589,0.929333,0.576238625,GSE56924,U2OS,Osteosarcoma,RNAse I
768,GSM4483531,121,1.589774574,0.923831,23,29,0.865680658,44,1.783084374,above_1,122,"""10-49""","""100-500""",0.89980114,0.921002,0.331264505,GSE148827,SH-SY5Y,neuroblastoma,RNAse I
303,GSM2476002,122,1.795030258,0.94579,25,28,0.881917331,35,2.013514696,above_2,131,"""10-49""","""100-500""",0.977075951,0.939747,0.27561901,GSE94454,huh7,liver_cancer,RNAse I
797,GSM4711310,122,1.593112846,0.949284,24,29,0.85911606,30,1.811554651,above_1,127,"""10-49""","""100-500""",0.926256752,0.943537,0.233905978,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
99,GSM1553249,124,2.246347455,0.632782,23,40,0.864578825,68,2.463309608,above_2,97,"""50-99""","""50-99""",0.669212195,0.633439,0.496185733,GSE63591,HELA,Cervix_cancer,Unknown
105,GSM1553255,124,2.406803197,0.622738,23,40,0.865725826,65,2.630213211,above_2,91,"""50-99""","""50-99""",0.626888127,0.622581,0.479552143,GSE63591,HELA,Cervix_cancer,Unknown
510,GSM3434470,124,1.597793448,0.928289,22,28,0.862837405,20,1.805998804,above_1,124,"""10-49""","""100-500""",0.89346312,0.920072,0.155307762,GSE121391,U2OS,Osteosarcoma,Unknown
538,GSM3566408,125,1.573963934,0.904715,23,28,0.862905208,28,1.784668081,above_1,129,"""10-49""","""100-500""",0.915349051,0.896626,0.212316674,GSE125218,HELA,Cervix_cancer,RNAse I
446,GSM3098500,126,1.530314537,0.918247,25,28,0.850493613,58,1.794582259,above_1,142,"""50-99""","""100-500""",0.993527945,0.912702,0.405017095,GSE113171,HELA,Cervix_cancer,TruSeqRibo
60,GSM1371476,129,1.913668286,0.921419,25,29,0.884944927,78,2.149031706,above_2,140,"""50-99""","""100-500""",0.985126571,0.917996,0.547909893,GSE56924,U2OS,Osteosarcoma,RNAse I
64,GSM1371480,129,1.912844741,0.937664,26,29,0.853294252,76,2.216993518,above_2,145,"""50-99""","""100-500""",0.987131916,0.934937,0.524972182,GSE56924,U2OS,Osteosarcoma,RNAse I
447,GSM3098501,129,1.625852354,0.908561,25,29,0.904775593,74,1.786594246,above_1,139,"""50-99""","""100-500""",0.993955823,0.904151,0.516039822,GSE113171,HELA,Cervix_cancer,TruSeqRibo
67,GSM1371483,130,1.937352481,0.936666,26,29,0.856078414,85,2.247182922,above_2,147,"""50-99""","""100-500""",0.990366592,0.933683,0.576349359,GSE56924,U2OS,Osteosarcoma,RNAse I
101,GSM1553251,130,2.358488509,0.635935,21,40,0.882240335,63,2.543749587,above_2,95.25,"""50-99""","""50-99""",0.653096348,0.635446,0.467638726,GSE63591,HELA,Cervix_cancer,Unknown
214,GSM1898011,130,2.118780464,0.894325,22,31,0.874971961,77,2.341538266,above_2,127,"""50-99""","""100-500""",0.891078762,0.890194,0.55078905,GSE73565,HELA,Cervix_cancer,RNAse I
351,GSM2714740,130,1.926275748,0.905456,22,30,0.893012014,70,2.123111889,above_2,127,"""50-99""","""100-500""",0.901412601,0.902301,0.508680024,GSE101760,A549,lung_cancer,TruSeqRibo
28,GSM1371444,130.25,2.030902384,0.904525,26,30,0.894745267,94,2.249170003,above_2,140.25,"""50-99""","""100-500""",0.98939991,0.901322,0.656176895,GSE56924,U2OS,Osteosarcoma,RNAse I
244,GSM2186922,132,2.397683192,0.871071,27,34,0.854925489,128.25,2.775155523,above_2,147,"""100-500""","""100-500""",0.966803058,0.862568,0.850733347,GSE82232,A549,lung_cancer,RNAse I
868,GSM5310251,132,1.634589767,0.798739,20,34,0.856678021,68,1.899256107,above_1,117,"""50-99""","""100-500""",0.812551332,0.79088,0.506427136,GSE174419,hepG2,liver_cancer,Mnase
29,GSM1371445,133,1.984774413,0.895409,26,30,0.894017754,90,2.195894747,above_2,143,"""50-99""","""100-500""",0.986973779,0.892445,0.617491785,GSE56924,U2OS,Osteosarcoma,RNAse I
306,GSM2476005,133,1.897507845,0.947269,25,28,0.889142648,32,2.110090084,above_2,142,"""10-49""","""100-500""",0.976697135,0.941488,0.238247194,GSE94454,huh7,liver_cancer,RNAse I
54,GSM1371470,134,2.019964162,0.929589,26,30,0.896862896,88,2.227155019,above_2,145,"""50-99""","""100-500""",0.989043425,0.927117,0.601185663,GSE56924,U2OS,Osteosarcoma,RNAse I
315,GSM2476014,134,1.927197342,0.94888,25,28,0.873278,37,2.17717561,above_2,144.25,"""10-49""","""100-500""",0.97577814,0.943071,0.260667215,GSE94454,huh7,liver_cancer,RNAse I
358,GSM2724038,134,2.706418684,0.903226,23,35,0.887798458,99,3.015414699,above_2,137,"""50-99""","""100-500""",0.926267215,0.896673,0.690163652,GSE102113,HELA,Cervix_cancer,RNAse I
512,GSM3434472,134,1.748534945,0.905635,22,28,0.872855459,25,1.961967902,above_1,135,"""10-49""","""100-500""",0.901301005,0.898842,0.18014281,GSE121391,U2OS,Osteosarcoma,Unknown
793,GSM4711298,134,1.614877624,0.952199,24,27,0.851093137,7,1.873948813,above_1,145,below 10,"""100-500""",0.94657726,0.946876,0.057148777,GSE155727,SH-SY5Y,neuroblastoma,RNAse I
39,GSM1371455,135,2.076636852,0.898939,26,30,0.899775189,91,2.290349715,above_2,145,"""50-99""","""100-500""",0.99118133,0.896231,0.623092867,GSE56924,U2OS,Osteosarcoma,RNAse I
52,GSM1371468,135,2.028273882,0.935476,25,29,0.898116866,79,2.241004175,above_2,146,"""50-99""","""100-500""",0.983711955,0.93248,0.533662175,GSE56924,U2OS,Osteosarcoma,RNAse I
58,GSM1371474,135,2.031558997,0.921877,25,29,0.877942303,85,2.299319853,above_2,147,"""50-99""","""100-500""",0.983012287,0.917963,0.564422585,GSE56924,U2OS,Osteosarcoma,RNAse I
203,GSM1717890,135,2.370739302,0.909294,23,40,0.863052722,76,2.576836547,above_2,90,"""50-99""","""50-99""",0.591889096,0.888554,0.526718994,GSE63591,HELA,Cervix_cancer,Unknown
443,GSM3098497,135,1.606067194,0.919297,25,28,0.857782648,40,1.869175365,above_1,150,"""10-49""","""100-500""",0.993229269,0.912907,0.288895259,GSE113171,HELA,Cervix_cancer,TruSeqRibo
448,GSM3098502,135,1.670725787,0.911444,26,29,0.85292205,58,1.934936696,above_1,151,"""50-99""","""100-500""",0.994314245,0.908202,0.383049293,GSE113171,HELA,Cervix_cancer,TruSeqRibo
449,GSM3098503,135,1.659632673,0.915108,25,29,0.905048796,62,1.823664347,above_1,145,"""50-99""","""100-500""",0.994108078,0.910999,0.435312441,GSE113171,HELA,Cervix_cancer,TruSeqRibo
655,GSM4240629,135,2.31295225,0.893744,27,32,0.854343736,130,2.647852622,above_2,150,"""100-500""","""100-500""",0.972164825,0.891069,0.846363169,GSE142822,12T,melanoma,RNAse I
32,GSM1371448,136,2.042611976,0.893402,26,30,0.897532475,95,2.254177336,above_2,146,"""50-99""","""100-500""",0.989043171,0.890455,0.638937908,GSE56924,U2OS,Osteosarcoma,RNAse I
50,GSM1371466,136,2.08355706,0.889042,26,30,0.881752943,99,2.341749377,above_2,149,"""50-99""","""100-500""",0.990206204,0.885359,0.655623784,GSE56924,U2OS,Osteosarcoma,RNAse I
330,GSM2552193,138,2.357920313,0.884931,27,32,0.870269741,139,2.669919514,above_2,154,"""100-500""","""100-500""",0.991038998,0.880276,0.892978118,GSE97140,HAP1,Leukemia,RNAse I
